STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,SERIES,SDG Series,REF_AREA,Area,SEX,Sex,AGE,Age,ACTIVITY,Economic activity,PRODUCT,Products,BIOCLIMATIC_BELT,Bioclimatic Belt,UNIT_MEASURE,Unit measure,URBANISATION,Urbanisation,LAND_COVER,Land Cover,PRICE_SEVERITY_LEVEL,Severity of price level,TIME_PERIOD,Time Period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation status,BASE_PER,Base period,NATURE,Nature of data points,TIME_DETAIL,Time detail,COMMENT_OBS,Comment,UPPER_BOUND,Upper bound,LOWER_BOUND,Lower bound,SOURCE_DETAIL,Source,INDICATOR,Indicator,REF_AREA_ISO2,ISO2,REF_AREA_ISO3,ISO3,REF_AREA_TYPE,Reference area type,REF_PERIOD,Reference Period
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],419,Latin America and the Caribbean,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2020,,100.5,,0,Units,A,Official value,,,N,Non-relevant,2020,,,,,,,,FAO,,12.3.1a,,,,,,2.1,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],419,Latin America and the Caribbean,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2021,,101.05,,0,Units,A,Official value,,,N,Non-relevant,2021,,,,,,,,FAO,,12.3.1a,,,,,,2.1,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],432,Land Locked Developing Countries (LLDCs),_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2020,,104.1,,0,Units,A,Official value,,,N,Non-relevant,2020,,,,,,,,FAO,,12.3.1a,,,,,,2.3,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],432,Land Locked Developing Countries (LLDCs),_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2021,,97.73,,0,Units,A,Official value,,,N,Non-relevant,2021,,,,,,,,FAO,,12.3.1a,,,,,,2.3,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],034,Southern Asia,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2020,,94.46,,0,Units,A,Official value,,,N,Non-relevant,2020,,,,,,,,FAO,,12.3.1a,,,,,,2.1,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],034,Southern Asia,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2021,,88.14,,0,Units,A,Official value,,,N,Non-relevant,2021,,,,,,,,FAO,,12.3.1a,,,,,,2.1,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],202,Sub-Saharan Africa,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2020,,103.27,,0,Units,A,Official value,,,N,Non-relevant,2020,,,,,,,,FAO,,12.3.1a,,,,,,2.1,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],202,Sub-Saharan Africa,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2021,,98.89,,0,Units,A,Official value,,,N,Non-relevant,2021,,,,,,,,FAO,,12.3.1a,,,,,,2.1,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],035,South-eastern Asia,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2020,,99.08,,0,Units,A,Official value,,,N,Non-relevant,2020,,,,,,,,FAO,,12.3.1a,,,,,,2.1,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],035,South-eastern Asia,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2021,,99.99,,0,Units,A,Official value,,,N,Non-relevant,2021,,,,,,,,FAO,,12.3.1a,,,,,,2.1,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],014,Eastern Africa,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2020,,101.22,,0,Units,A,Official value,,,N,Non-relevant,2020,,,,,,,,FAO,,12.3.1a,,,,,,2.4,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],014,Eastern Africa,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2021,,97.73,,0,Units,A,Official value,,,N,Non-relevant,2021,,,,,,,,FAO,,12.3.1a,,,,,,2.4,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],030,Eastern Asia,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2020,,99.65,,0,Units,A,Official value,,,N,Non-relevant,2020,,,,,,,,FAO,,12.3.1a,,,,,,2.1,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],030,Eastern Asia,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2021,,99.72,,0,Units,A,Official value,,,N,Non-relevant,2021,,,,,,,,FAO,,12.3.1a,,,,,,2.1,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],021,Northern America,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2020,,110.07,,0,Units,A,Official value,,,N,Non-relevant,2020,,,,,,,,FAO,,12.3.1a,,,,,,2.1,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],021,Northern America,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2021,,100.71,,0,Units,A,Official value,,,N,Non-relevant,2021,,,,,,,,FAO,,12.3.1a,,,,,,2.1,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],753,Eastern Asia and South-eastern Asia,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2020,,99.48,,0,Units,A,Official value,,,N,Non-relevant,2020,,,,,,,,FAO,,12.3.1a,,,,,,2.1,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],753,Eastern Asia and South-eastern Asia,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2021,,99.97,,0,Units,A,Official value,,,N,Non-relevant,2021,,,,,,,,FAO,,12.3.1a,,,,,,2.1,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],017,Middle Africa,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2020,,107.67,,0,Units,A,Official value,,,N,Non-relevant,2020,,,,,,,,FAO,,12.3.1a,,,,,,2.4,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],017,Middle Africa,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2021,,97.91,,0,Units,A,Official value,,,N,Non-relevant,2021,,,,,,,,FAO,,12.3.1a,,,,,,2.4,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],029,Caribbean,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2020,,104.14,,0,Units,A,Official value,,,N,Non-relevant,2020,,,,,,,,FAO,,12.3.1a,,,,,,2.4,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],029,Caribbean,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2021,,100.24,,0,Units,A,Official value,,,N,Non-relevant,2021,,,,,,,,FAO,,12.3.1a,,,,,,2.4,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],013,Central America,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2020,,109.7,,0,Units,A,Official value,,,N,Non-relevant,2020,,,,,,,,FAO,,12.3.1a,,,,,,2.4,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],013,Central America,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2021,,85.7,,0,Units,A,Official value,,,N,Non-relevant,2021,,,,,,,,FAO,,12.3.1a,,,,,,2.4,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],154,Northern Europe,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2020,,91.65,,0,Units,A,Official value,,,N,Non-relevant,2020,,,,,,,,FAO,,12.3.1a,,,,,,2.4,,,
DATAFLOW,FAO:DF_SDG_12_3_1(1.0),Indicator 12.3.1 - Global Food Loss and Waste,I,A,Annual,AG_FLS_INDEX,Global food loss index [12.3.1],154,Northern Europe,_T,Both sexes or no breakdown by sex,_T,All age ranges or no breakdown by age,_T,No breakdown,_T,All products,_T,Total,IX,Index,_T,Total,_T,No breakdown,_T,No breakdown,2021,,102.31,,0,Units,A,Official value,,,N,Non-relevant,2021,,,,,,,,FAO,,12.3.1a,,,,,,2.4,,,
